mode,mode_label,selector_type,bucket,selectivity,selectivity_percent,selected_route,selected_L,threads,beamwidth,K,mem_L,PIPEANN_PQ_MMAP,PIPEANN_PQ_MMAP_DROP_CACHE,query_file,truthset,query_label_file,query_file_size_bytes,gt_file_size_bytes,query_file_size_kb,gt_file_size_kb,measured_peak_rss_kb,adjusted_rss_kb,adjusted_rss_mib,adjustment_formula,label_memory_counted,raw_jsonl_path,log_path,wall_s,recall@10,recall,avg_latency_us,latency_avg_ms,p99_latency_us,latency_p99_ms,qps,actual_route,mean_candidate_count,prefilter_count,graph_count,process_max_rss_kb,program_peak_rss_kb,status
pq_disk_no_cache,"PQ code on disk, no memory cache",range,u5e-02,0.05,5.0,prefilter,10,1,4,10,0,1,1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/data/sift_query_1000.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp4_intersect_range_selectivity/truth/gt_1m_range_u5e-02.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_range_u5e-02.spmat,512008,120008,501,118,14276,13657,13.3369140625,measured_peak_rss_kb - ceil(query_file_bytes/1024) - ceil(gt_file_bytes/1024),True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/residency/pq_disk_no_cache_range_u5e-02.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/residency/pq_disk_no_cache_range_u5e-02.json,4.898982763290405,99.839996,99.839996,4752.783203,4.752783203,4869.0,4.869,204.906097,prefilter,50000.0,1000,0,14216,14216,ok
pq_memory,PQ code resident in memory,range,u1e-01,0.1,10.0,prefilter,10,1,4,10,0,0,0,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/data/sift_query_1000.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp4_intersect_range_selectivity/truth/gt_1m_range_u1e-01.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_range_u1e-01.spmat,512008,120008,501,118,30544,29925,29.2236328125,measured_peak_rss_kb - ceil(query_file_bytes/1024) - ceil(gt_file_bytes/1024),True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/residency/pq_memory_range_u1e-01.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/residency/pq_memory_range_u1e-01.json,1.6815083026885986,99.730003,99.730003,1478.967041,1.4789670410000002,1694.0,1.694,601.198425,prefilter,100000.0,1000,0,30528,30528,ok
pq_disk_no_cache,"PQ code on disk, no memory cache",range,u1e-01,0.1,10.0,prefilter,10,1,4,10,0,1,1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/data/sift_query_1000.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp4_intersect_range_selectivity/truth/gt_1m_range_u1e-01.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_range_u1e-01.spmat,512008,120008,501,118,15044,14425,14.0869140625,measured_peak_rss_kb - ceil(query_file_bytes/1024) - ceil(gt_file_bytes/1024),True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/residency/pq_disk_no_cache_range_u1e-01.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/residency/pq_disk_no_cache_range_u1e-01.json,9.428952932357788,99.730003,99.730003,9223.801758,9.223801758,9341.0,9.341,106.268944,prefilter,100000.0,1000,0,14972,14972,ok
pq_memory,PQ code resident in memory,range,u25,0.25,25.0,prefilter,10,1,4,10,0,0,0,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/data/sift_query_1000.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp4_intersect_range_selectivity/truth/gt_1m_range_u25.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_range_u25.spmat,512008,120008,501,118,31508,30889,30.1650390625,measured_peak_rss_kb - ceil(query_file_bytes/1024) - ceil(gt_file_bytes/1024),True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/residency/pq_memory_range_u25.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/residency/pq_memory_range_u25.json,3.611955165863037,99.730003,99.730003,3219.181885,3.219181885,3435.0,3.435,279.550537,prefilter,250000.0,1000,0,31508,31508,ok
pq_disk_no_cache,"PQ code on disk, no memory cache",range,u25,0.25,25.0,prefilter,10,1,4,10,0,1,1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/data/sift_query_1000.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp4_intersect_range_selectivity/truth/gt_1m_range_u25.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_range_u25.spmat,512008,120008,501,118,16088,15469,15.1064453125,measured_peak_rss_kb - ceil(query_file_bytes/1024) - ceil(gt_file_bytes/1024),True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/residency/pq_disk_no_cache_range_u25.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/residency/pq_disk_no_cache_range_u25.json,24.250873804092407,99.730003,99.730003,23884.339844,23.884339844,24111.0,24.111,41.250874,prefilter,250000.0,1000,0,16088,16088,ok
pq_memory,PQ code resident in memory,range,u30,0.3,30.0,prefilter,10,1,4,10,0,0,0,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/data/sift_query_1000.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp4_intersect_range_selectivity/truth/gt_1m_range_u30.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_range_u30.spmat,512008,120008,501,118,32004,31385,30.6494140625,measured_peak_rss_kb - ceil(query_file_bytes/1024) - ceil(gt_file_bytes/1024),True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/residency/pq_memory_range_u30.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/residency/pq_memory_range_u30.json,4.239090919494629,99.519997,99.519997,3798.207031,3.798207031,4033.0,4.033,236.912643,prefilter,300000.0,1000,0,32004,32004,ok
pq_disk_no_cache,"PQ code on disk, no memory cache",range,u30,0.3,30.0,prefilter,10,1,4,10,0,1,1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/data/sift_query_1000.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp4_intersect_range_selectivity/truth/gt_1m_range_u30.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_range_u30.spmat,512008,120008,501,118,16424,15805,15.4345703125,measured_peak_rss_kb - ceil(query_file_bytes/1024) - ceil(gt_file_bytes/1024),True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/residency/pq_disk_no_cache_range_u30.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/residency/pq_disk_no_cache_range_u30.json,31.21523141860962,99.519997,99.519997,30766.861328,30.766861327999997,43364.0,43.364,32.054729,prefilter,300000.0,1000,0,16424,16424,ok
pq_memory,PQ code resident in memory,range,u50,0.5,50.0,prefilter,10,1,4,10,0,0,0,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/data/sift_query_1000.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp4_intersect_range_selectivity/truth/gt_1m_range_u50.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_range_u50.spmat,512008,120008,501,118,33808,33189,32.4111328125,measured_peak_rss_kb - ceil(query_file_bytes/1024) - ceil(gt_file_bytes/1024),True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/residency/pq_memory_range_u50.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/residency/pq_memory_range_u50.json,7.103790044784546,99.220001,99.220001,6373.081055,6.373081054999999,8713.0,8.713,141.495239,prefilter,500000.0,1000,0,33808,33808,ok
pq_disk_no_cache,"PQ code on disk, no memory cache",range,u50,0.5,50.0,prefilter,10,1,4,10,0,1,1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/data/sift_query_1000.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp4_intersect_range_selectivity/truth/gt_1m_range_u50.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_range_u50.spmat,512008,120008,501,118,18180,17561,17.1494140625,measured_peak_rss_kb - ceil(query_file_bytes/1024) - ceil(gt_file_bytes/1024),True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/residency/pq_disk_no_cache_range_u50.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/residency/pq_disk_no_cache_range_u50.json,54.204506635665894,99.220001,99.220001,53538.714844,53.538714844000005,75998.0,75.998,18.454813,prefilter,500000.0,1000,0,18180,18180,ok
pq_memory,PQ code resident in memory,range,u75,0.75,75.0,graph,200,1,4,10,0,0,0,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/data/sift_query_1000.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp4_intersect_range_selectivity/truth/gt_1m_range_u75.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_range_u75.spmat,512008,120008,501,118,30724,30105,29.3994140625,measured_peak_rss_kb - ceil(query_file_bytes/1024) - ceil(gt_file_bytes/1024),True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/residency/pq_memory_range_u75.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/residency/pq_memory_range_u75.json,4.39731502532959,98.550003,98.550003,4239.766113,4.239766113,4545.0,4.545,229.291443,graph,750000.0,0,1000,30720,30720,ok
pq_disk_no_cache,"PQ code on disk, no memory cache",range,u75,0.75,75.0,graph,200,1,4,10,0,1,1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/data/sift_query_1000.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp4_intersect_range_selectivity/truth/gt_1m_range_u75.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_range_u75.spmat,512008,120008,501,118,19332,18713,18.2744140625,measured_peak_rss_kb - ceil(query_file_bytes/1024) - ceil(gt_file_bytes/1024),True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/residency/pq_disk_no_cache_range_u75.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/residency/pq_disk_no_cache_range_u75.json,20.078046321868896,98.550003,98.550003,19961.148438,19.961148438,28164.0,28.164,49.828732,graph,750000.0,0,1000,19332,19332,ok
pq_memory,PQ code resident in memory,range,u100,1.0,100.0,graph,150,1,4,10,0,0,0,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/data/sift_query_1000.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp4_intersect_range_selectivity/truth/gt_1m_range_u100.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_range_u100.spmat,512008,120008,501,118,30920,30301,29.5908203125,measured_peak_rss_kb - ceil(query_file_bytes/1024) - ceil(gt_file_bytes/1024),True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/residency/pq_memory_range_u100.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/residency/pq_memory_range_u100.json,3.3695132732391357,98.449997,98.449997,3253.861084,3.253861084,3434.0,3.434,298.422211,graph,1000000.0,0,1000,30856,30856,ok
pq_disk_no_cache,"PQ code on disk, no memory cache",range,u100,1.0,100.0,graph,150,1,4,10,0,1,1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/data/sift_query_1000.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp4_intersect_range_selectivity/truth/gt_1m_range_u100.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_range_u100.spmat,512008,120008,501,118,19384,18765,18.3251953125,measured_peak_rss_kb - ceil(query_file_bytes/1024) - ceil(gt_file_bytes/1024),True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/residency/pq_disk_no_cache_range_u100.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/residency/pq_disk_no_cache_range_u100.json,16.482462167739868,98.440002,98.440002,16377.936523,16.377936523,22712.0,22.712,60.704311,graph,1000000.0,0,1000,19384,19384,ok
